
创1:1 【太初天主开始创造天地】太初，天主创造天地。
耶38:14 【西底家又暗暗召耶利米来，问应该怎样行好，耶利米劝他投降迦勒底人自保生命】{西底家}王差遣人将先知{耶利米}召到主殿宇的第三门，到他面前，对{耶利米}说：我要问你一件事，你丝毫不要向我隐瞒。
耶38:15 {耶利米}对{西底家}说：我若告诉你，你必杀我。我若为你设谋，你必不听从我。
耶38:16 {西底家}王暗地对{耶利米}起誓说：我指着造我们生命的永生主起誓，我必不杀你，也必不将你交付要你命的人手中。
耶38:17 {耶利米}对{西底家}说：万有的主、[以色列]的天主如此说：你若出去降[巴比伦]王的将帅，你必得保全性命，这城必不至被火焚毁，你和你的全家都必得活。
耶38:18 你若不出去降[巴比伦]王的将帅，这城必交在[迦勒底]人手中，他们必用火焚毁，你也不得脱离他们的手。
耶38:19 {西底家}王对{耶利米}说：有[犹大]人已经投降[迦勒底]人。我恐怕[迦勒底]人将我交在他们手中，他们凌辱我。
耶38:20 {耶利米}说：[迦勒底]人必不将你交付。凡我所传示你的主言请你听从，这样，你必得好处，必得保全生命。
耶38:21 你若不肯出去，主指示我的话是这样，
耶38:22 [犹大]王宫里剩下的妃嫔必都被带到[巴比伦]王的将帅那里。这些妃嫔必讥笑你说：你朋友诱惑你，你受他们欺哄。你的脚陷入泥中，他们都退后去了。
耶38:23 你的后妃和你的众子必都拉到[迦勒底]人那里，你也不得脱离他们的手，必被擒拿，交在[巴比伦]王手中，你也必使这城被火焚烧。
耶38:24 【王告诉耶利米不要让众侯伯知道这些话】{西底家}对{耶利米}说：不要使人知道这话，这样，你必不致死亡。
耶38:25 若众侯伯听见我与你说话，来见你，问你说：你对王说什么话？不要向我们隐瞒。我们绝不杀你。王向你说了些什么话？
耶38:26 你就对他们说：我是祈求王不要使我回到{约拿单}宅内，恐怕我死在那里。
耶38:27 随后，众侯伯就来问{耶利米}，{耶利米}便照着王所吩咐他的话回答他们。事情没有泄漏，就都静默不再盘问他了。
耶38:28 {耶利米}住在狱院，直到[耶路撒冷]被攻取的日子。[耶路撒冷]被攻取的时候，{耶利米}还在狱院。
耶39:1 【耶路撒冷被攻陷】[犹大]王{西底家}第九年十月，[巴比伦]王{尼布甲尼撒}率领全军来到[耶路撒冷]围困城。
耶39:2 {西底家}第十一年四月初九日，城被攻破。
耶39:3 [巴比伦]王的侯伯{尼甲沙利薛}、{三甲尼波}和宦官长{撒西金}、博士长{尼甲沙利薛}并[巴比伦]王其余的一切侯伯都来坐在中门。
耶39:4 【西底家王逃跑，被迦勒底军队捉拿带到巴比伦王处】[犹大]王{西底家}和一切战士看见他们就逃遁，夜间从王的园囿，从两城中间的门出城，逃往平原去。
耶39:5 [迦勒底]的军旅追赶他们，在[耶利哥]的平原追上{西底家}，将他拿住，带到[哈末]地的[立拉]，到[巴比伦]王{尼布甲尼撒}面前。{尼布甲尼撒}在那里审判他。(“平原”原文作“亚拉巴”，下同。)
耶39:6 【巴比伦王屠杀他的众子，剜了他的眼睛带到巴比伦】[巴比伦]王在[立拉]、在{西底家}眼前屠戮他众子，又屠戮[犹大]的众尊官，
耶39:7 剜了{西底家}的眼睛，用铜链锁他，要将他带往[巴比伦]去。
耶39:8 【宫殿房宅被烧毁，城墙拆毁，民被掳掠】[迦勒底]人用火焚烧王的宫殿和民的房宅，又拆毁[耶路撒冷]的城墙。
耶39:9 那时，侍卫长{尼布撒拉旦}将城内剩下的百姓，和投降他的人以及其余的遗民，都掳到[巴比伦]去了。
耶39:10 惟民中毫无所有的穷人，侍卫长{尼布撒拉旦}留在[犹大]地，当日给他们葡萄园和田亩。
耶39:11 【巴比伦王命令臣仆顾恤耶利米】[巴比伦]王{尼布甲尼撒}为{耶利米}吩咐侍卫长{尼布撒拉旦}说：
耶39:12 你须提他出狱，眷顾他，丝毫不可损害他。你待他须如他向你所言。(“你须提他出狱”原文作“你带他来”。)
耶39:13 侍卫长{尼布撒拉旦}、宦官长{尼布沙斯班}、博士长{尼甲沙利薛}和[巴比伦]王的众侯伯差遣人去将{耶利米}从狱院内提出来，
耶39:14 交与{沙番}的孙子、{亚希甘}的儿子{基大利}，领他到自己家里。于是，{耶利米}住在民中。
耶39:15 【主应许以伯米勒必要救护他的性命】¶{耶利米}尚囚在狱院的时候，主有言晓谕他说：
耶39:16 你去告诉[古实]人{以伯米勒}说：万有的主[以色列]的天主如此说：我说：我必与这城降灾不降福。这话，我必应验，必使你亲眼得见。
耶39:17 主说：到那日，我必救护你。你必不致交在你所惧怕的人手中。
耶39:18 我必救护你。你必不致为刀所杀，必得保全性命，因为你倚靠我。这是主说的。
耶40:1 【侍卫长尼布撒拉但释放耶利米，于是耶利米到米斯巴见方伯基大利】[耶路撒冷]居民和[犹大]人被掳往[巴比伦]去，{耶利米}也被侍卫长{尼布撒拉旦}擒拿，链锁在其中。后来，侍卫长{尼布撒拉旦}在[拉玛]释放他去，那时{耶利米}蒙主晓谕。
耶40:2 侍卫长将{耶利米}提出来，对他说：主你的天主曾说要降这灾祸与这地方。
耶40:3 现在，主已照着所说的话降灾，因为你们得罪主，没有听从主的话，所以你们遭遇这事。
耶40:4 我现在解开你手上的链索。你若愿与我一同往[巴比伦]去，就可以去。我必在那里眷顾你。你若不愿与我一同往[巴比伦]去，就不必去。全地都在你面前，你喜悦往哪里去就往哪里去。
耶40:5 {耶利米}还没有回答，/侍卫长说/：你可以归{沙番}的孙子、{亚希甘}的儿子{基大利}那里去，现在[巴比伦]王立他管理[犹大]诸城邑。你可以住在他那里，在民中，不然，你可以随意往你所喜悦的地方去。于是，侍卫长给他干粮和礼物，释放他去了。
耶40:6 {耶利米}到[米斯巴]，见{亚希甘}的儿子{基大利}就住在他那里，在国中遗留的民中。
耶40:7 【逃遁的败兵和四散的犹大人都到米斯巴见基大利】¶那时，在田野的一切军长和他们的兵卒听见[巴比伦]王立{亚希甘}的儿子{基大利}作国中方伯，又将男、女、孩童，就是没有掳到[巴比伦]的那些贫民交给他。
耶40:8 于是，军长{尼探雅}的儿子{以实玛利}，{加利亚}的两个儿子{约哈难}，{约拿单}，{单户篾}的儿子{西莱雅}，[尼陀法]人{以斐}的众子，[玛迦]人的儿子{耶撒尼亚}和他们兵卒都到[米斯巴]见{基大利}。
耶40:9 {沙番}的孙子、{亚希甘}的儿子{基大利}向他们众人和他们兵卒起誓说：你们不要以服事[迦勒底]人为可惧的事，须住在这地服事[巴比伦]王，这样必可以得好处。
耶40:10 我住在[米斯巴]，听到我们这里来的[迦勒底]人的命，你们须积蓄酒、果、油，收在器皿里，须住在你们所占据的城邑中。
耶40:11 在[摩押]地、在[亚扪]地、在[以东]地，在各国的一切[犹大]人听见[巴比伦]王留下些[犹大]人，并立{沙番}的孙子、{亚希甘}的儿子{基大利}管理他们。
耶40:12 这一切[犹大]人就从他们被逐到的各处回来，到[犹大]地，到[米斯巴]，见{基大利}，又积蓄了许多酒果。(“被逐”或作“逃”，下同。)
耶40:13 【以实玛利想杀害基大利，约哈难告诉基大利，基大利却不信他】那时{加利亚}的儿子{约哈难}和在田野的一切军长来到[米斯巴]见{基大利}，
耶40:14 对他说：[亚扪]王{巴利斯}差遣{尼探雅}的儿子{以实玛利}来杀害你，你知道么？{亚希甘}的儿子{基大利}却不信他们。
耶40:15 {加利亚}的儿子{约哈难}在[米斯巴]暗地对{基大利}说：容我去杀{尼探雅}的儿子{以实玛利}，必无人得知，不然，恐怕他来杀害你，使在你这里聚集的[犹大]人分散，以致[犹大]的遗民尽都灭没。
耶40:16 {亚希甘}的儿子{基大利}对{加利亚}的儿子{约哈难}说：你不可行这事。你所论{以实玛利}的话是虚妄。
耶41:1 【以实玛利突然刺杀基大利及跟随他的人，剩下的人被掳掠，要往亚扪人那里去】七月内，宗室{以利沙玛}的孙子、{尼探雅}的儿子{以实玛利}带领王的几个臣子和十个人，都来到[米斯巴]，见{亚希甘}的儿子{基大利}。他们在[米斯巴]一同饮宴。
耶41:2 {尼探雅}的儿子{以实玛利}和跟随他的那十人起来，用刀杀死{沙番}的孙子、{亚希甘}的儿子{基大利}，就是[巴比伦]王所立为方伯的。
耶41:3 {以实玛利}又杀死在[米斯巴]，在{基大利}那里的一切[犹大]人和那里所有的[迦勒底]战士。
耶41:4 {基大利}见杀，无人知道。
耶41:5 第二日，有八十人从[示剑]，从[示罗]，从[撒玛利亚]而来，胡须剃去，衣服撕裂，身体割伤，手拿礼物和香品，要奉到主殿。
耶41:6 {尼探雅}的儿子{以实玛利}出[米斯巴]迎接他们，一面行走，一面装哭，见了他们，就对他们说：你们可以来见{基大利}。
耶41:7 他们进了城，{尼探雅}的儿子{以实玛利}和跟随他的人就将他们屠戮，抛在坑中。
耶41:8 他们中有十个人对{以实玛利}说：我们有麦子、大麦、油、蜜，藏在田间。不要杀我们。于是释放他们，没有杀他们在他们同伴中。
耶41:9 {以实玛利}杀了属{基大利}的人，将他们尸首抛在坑中，这坑是从前[亚撒]王为要挡住[以色列]王{巴沙}所挖的。{尼探雅}的儿子{以实玛利}将所杀的人抛满这坑。
耶41:10 {以实玛利}掳在[米斯巴]剩下的民和诸公主，众遗民在[米斯巴]，就是侍卫长{尼布撒拉旦}交给{亚希甘}的儿子{基大利}的，{尼探雅}的儿子{以实玛利}尽都掳掠，要往[亚扪]人那里去。
耶41:11 【约哈难听说以实玛利所行的，就率领众人攻击他，救回民众要带往伊及去】{加利亚}的儿子{约哈难}和跟随他的军长听见{尼探雅}的儿子{以实玛利}所行的恶，
耶41:12 就带领兵卒前往，要攻击{尼探雅}的儿子{以实玛利}，遇见他在[基遍]的大水旁。(或作“大水池旁”。)
耶41:13 {以实玛利}从[米斯巴]所掳掠的众民看见{加利亚}的儿子{约哈难}和跟随他的军长，便甚欢喜，
耶41:14 都转身归奔{加利亚}的儿子{约哈难}去了。
耶41:15 {尼探雅}的儿子{以实玛利}和八个人脱离{约哈难}逃跑，往[亚扪]人那里去。
耶41:16 {尼探雅}的儿子{以实玛利}杀了{亚希甘}的儿子{基大利}之后，从[米斯巴]掳了剩下的一切百姓、战士、妇女、婴孩、宦官，掳到[基遍]。
耶41:17 {加利亚}的儿子{约哈难}和跟随他的诸军长都救回，就将他们带到靠近[伯利恒]的[金罕]寓住下，要往[伊及地]去，(“金罕寓”或作“基罗特金罕”。)
耶41:18 因为{尼探雅}的儿子{以实玛利}杀了[巴比伦]王所立为方伯的{亚希甘}的儿子{基大利}，他们就惧怕[迦勒底]人，要躲避他们而去。
耶42:1 【约哈难等人请耶利米为他们求问主，指示他们当如何行，他们必从主命】{加利亚}的儿子{约哈难}，{何沙雅}的儿子{耶散尼亚}，和诸军长以及大小人民，(耶撒尼亚又名亚萨利亚见四十三章二节。)
耶42:2 都进前来，对先知{耶利米}说：恳求你为我们，就是为这剩下的遗民，祷告主你的天主。我们从前蕃多，现在剩下的寡少。我们这光景为你亲眼所见。
耶42:3 愿主你的天主指示我们所当走的路和所当做的事。
耶42:4 先知{耶利米}说：我已听见了，我必照着你们的话祷告主你们的天主。凡主所应允你们的，我必都告诉你们，必向你们无所隐瞒。
耶42:5 他们又对{耶利米}说：愿主在你我中间作真实诚信的见证。主你的天主所差遣你吩咐我们的话，我们必都遵行。
耶42:6 我们求你去为我们祷告主我们的天主。他的话无论我们喜悦不喜悦，我们都必听从。我们听主我们的天主的话，或者可以得福。(“得福”或作“亨通”。)
耶42:7 【耶利米奉主名宣告：人若仍住在犹大地必平安无事】过了十日，{耶利米}得主的默示。
耶42:8 {耶利米}就将{加利亚}的儿子{约哈难}，和跟随他的诸军长以及大小人民都叫了来，
耶42:9 对他们说：你们求我去在主[以色列]的天主面前替你们祷告。他如此说：
耶42:10 你们若仍住在这地，我必建立你们，不再毁灭，栽培你们，不再拔除。我与你们降了灾，现在我已回心转意了。
耶42:11 主说：你们因[巴比伦]王惊恐，惧怕他。现在你们不要惧怕他，我必保佑你们，济助你们，拯救你们脱离他的手。
耶42:12 我也必使你们得怜悯。[巴比伦]王必怜悯你们，使你们归回故土。
耶42:13 【警告若去伊及地的必遭各样灾祸】若你们说：我们不愿住在这地，不听从主你们天主的话，
耶42:14 若说：我们但要往[伊及]地去，我们在那里不至看见战事，不至听见角声，也不至无食饥饿，我们必住在那里，
耶42:15 你们这剩下的[犹大]民，须听主言，万有的主[以色列]的天主如此说：你们若执意要往[伊及]去在那里居住，
耶42:16 你们所惧怕的刀剑必追及你们在[伊及]地，你们所忧虑的饥荒必临到你们在[伊及]，你们必死在那里。
耶42:17 凡执意要往[伊及]去，在那里居住的必死于刀剑、饥荒、瘟疫。我降灾罚与他们，他们不得脱免，必致无一人存留。
耶42:18 万有的主[以色列]的天主如此说：我向[耶路撒冷]的居民曾倾泄我的盛怒烈忿，你们到了[伊及]之后，我也必这样向你们倾泄我的盛怒，使你们受咒诅，为人所惊异、受詈骂、被羞辱，不得再见这地方。
耶42:19 【责备有主命令却不遵从的人的话】/{耶利米}又说/：你们这剩下的[犹大]民，主晓谕你们，不可往[伊及]去，你们也须知道我今日切切地警教你们。
耶42:20 你们谬妄是自己取罪。你们曾求我到主你们的天主面前说：求你为我们祷告主我们的天主。凡主我们的天主所晓谕我们的话，你须告诉我们，我们必遵行。
耶42:21 主命我晓谕你们的话，我现在告诉你们，你们却不肯听从。
耶42:22 现在你们须知道，必在要去居住的地方死于刀剑、饥荒、瘟疫。
耶43:1 【约哈难等人不信耶利米的预言，带民众和耶利米到伊及去】{耶利米}将这众民的天主耶和华的话，就是这众民的天主耶和华差遣他告诉众民说的话，对众民说毕，
耶43:2 {何沙雅}的儿子{亚萨利亚}，{加利亚}的儿子{约哈难}和一切狂傲的人对{耶利米}说：你所说的都是虚谎。主我的天主并没有命你晓谕我们说：不要往[伊及]去，在那里居住。
耶43:3 这是{尼利亚}的儿子{巴录}调唆你说的，要害我们，要将我们交在[迦勒底]人手，使[迦勒底]人或杀我们，或掳我们到[巴比伦]。
耶43:4 于是，{加利亚}的儿子{约哈难}和一切军长并众百姓不听从主的话，不愿住在[犹大]地。
耶43:5 {加利亚}的儿子{约哈难}和一切军长，不听从主的话，将[犹大]的一切遗民，就是从被逐到的各国回来要住在[犹大]地的，
耶43:6 和侍卫长{尼布撒拉旦}交付{沙番}的孙子、{亚希甘}的儿子{基大利}的男、女、孩童，以及诸公主，并先知{耶利米}、{尼利亚}的儿子{巴录}，
耶43:7 都带往[伊及]去，就到了[答比匿]。
耶43:8 【耶利米预言伊及必败在巴比伦王手下】¶主在[答比匿]有言晓谕{耶利米}说：
耶43:9 你取大石头藏在{法老}宫门对面灰泥中砖窑间，使[犹大]人看见，(“砖窑间”或作“铸砖处”。)
耶43:10 对他们说：万有的主[以色列]的天主如此说：我必差遣我的仆人[巴比伦]王{尼布甲尼撒}来到这里，将他的位安放在藏石头的地方，必舒张他的宝幄在其上。
耶43:11 必来攻击[伊及]国，当死亡的必死亡，当被掳的必被掳，当为刀剑所杀的必为刀剑所杀。
耶43:12 我必用火烧毁[伊及]的神庙，使[巴比伦]王或焚毁，或抢掠。他得[伊及]国甚容易，犹如牧人披衣服，其后必从那里安然而去，
耶43:13 必打破[伊及]国日城的神像，必用火烧毁[伊及]一切神庙。
耶44:1 【耶利米说犹大国必因事奉别神而遭到毁灭】住[伊及]地的一切[犹大]人，就是住[密夺]、住[答比匿]、住[巴忒罗]地的一切[犹大]人，{耶利米}得默示告诉他们说：(“密夺”又作“米革夺”，下同。“告诉他们”或作“论他们”。)
耶44:2 万有的主[以色列]的天主如此说：我所降与[耶路撒冷]和[犹大]诸城邑的灾罚，你们都看见了。那些城邑，现在都荒芜，无人居住。
耶44:3 这是因其内的居民所行的恶事干犯我怒，去焚香事奉别神，就是他们和你们并你们列祖所不认识的神。
耶44:4 我曾时常不断地差遣我仆人众先知去警教他们说：你们不要行我所厌恶的这可憎的事。(“时常不断地”原文作“每日早晨”。)
耶44:5 他们却不肯听从，不肯侧耳而听，不转离恶事，仍向别神焚香。
耶44:6 因此，我倾泄我的盛怒烈忿，我向[犹大]诸城邑和[耶路撒冷]的街市发怒，犹如烈火，使城邑街市尽都荒芜，成为荒场，有如今日光景。
耶44:7 现在，主万有的天主就是[以色列]的天主如此说：你们为何行这大恶，自取罪戾？使你们男、女、孩童、婴儿都灭绝在[犹大]族中，以致无一人存留。
耶44:8 你们为何拜你们手所做的偶像，干犯我怒？为何在你们到了要寄居的[伊及]地，向别神焚香？你们这样行，必致灭绝，必在天下万国中被咒诅，受凌辱。
耶44:9 你们列祖的恶事，[犹大]列王的恶事，他们后妃的恶事，你们自己的恶事，你们妻子的恶事，就是在[犹大]地、在[耶路撒冷]街市所行的恶事，你们都忘了么？
耶44:10 到如今还没有懊悔，毫无惧怕，仍不遵行我在你们和你们列祖面前所立的律例法度。
耶44:11 【预言逃往伊及的犹大人必被灭尽】因此，万有的主[以色列]的天主如此说：我必向你们发怒，降灾罚与你们，灭绝[犹大]全族。
耶44:12 执意要往[伊及]居住的[犹大]的遗民，我必除掉他们，使他们尽都灭没，必倒亡在[伊及]地，必遭遇刀杀、饥荒、灭没，无论大小，都必死于刀剑、饥荒，必受咒诅，为人所惊异、受詈骂、被羞辱。
耶44:13 我必使这住[伊及]地的[犹大]人遭遇刀杀、饥荒、瘟疫，惩罚他们如曾惩罚[耶路撒冷]人一般。
耶44:14 到[伊及]地居住的[犹大]遗民，心中羡慕仍回[犹大]居住。他们必无一人存留，得以归回，除了逃避的数人，都不得归回。
耶44:15 【犹大人固执亲近别神行邪淫】众人中有人知道自己的妻向别神焚香，就与在旁边站立的许多妇女并住[伊及]地[巴忒罗]的众百姓都回答{耶利米}说：
耶44:16 你假托主名向我们所说的话，我们不听从。
耶44:17 我们必照着我们口中所出的言行，必向天后焚香、奠酒，按着我们素常所行的，又按着我们列祖、君王、侯伯在[犹大]诸城邑、在[耶路撒冷]的街市所行的。那时我们饱食享福，并没有遭遇灾祸。
耶44:18 自从我们止息与天后焚香、奠酒，我们便缺乏一切，遭遇刀杀、饥荒、灭没。
耶44:19 /妇女说/：我们与天后焚香、奠酒、作饼供奉天后，岂非我丈夫所许呢？
耶44:20 【耶利米警告他们必要重重受罚】{耶利米}对回答他的诸男诸女众百姓说：
耶44:21 你们和你们列祖、君王、侯伯并国中众民在[犹大]诸城邑、在[耶路撒冷]的街市如此焚香，主都思念，都记忆在心。
耶44:22 因为你们这恶行和你们所行的可憎的事，主不能再容忍，因此使你们的土地成为荒芜，使人惊异，被人咒诅，无人居住，有如今日光景。
耶44:23 因为你们焚香，又得罪主，不听从主的话，不遵行他的律例、典章、法度，所以这灾祸临到你们，有如今日光景。
耶44:24 {耶利米}又对众民和众妇女说：你们在[伊及]地的[犹大]众人须听主言。
耶44:25 万有的主[以色列]的天主如此说：你们和你们的妻口中曾说：我们许愿向天后焚香、奠酒，我们必还所许的愿。现在，你们果然照着你们口中所说的话用手办理，执意去还你们所许的愿。
耶44:26 如今，你们这住在[伊及]地的一切[犹大]人须听主言。主说：我指着自己的大名起誓，必使在[伊及]地的[犹大]人无一人再称我的名说：我指着耶和华永生的天主起誓，
耶44:27 我必专心降祸与他们，不降福与他们。在[伊及]地的一切[犹大]人，必遭遇刀杀饥荒，灭没净尽。
耶44:28 得脱刀杀，从[伊及]地逃回[犹大]地的不过数人。那时，这到了[伊及]要居住的[犹大]遗民便知道是谁的话应验，是我的话应验，是他们的话应验。
耶44:29 【主说伊及王法老必被交到敌人手上，以犹大王曾被交付巴比伦王作为预兆】主说：我必在这地惩罚你们，有预兆，使你们知道我说要降灾与你们的话必要应验。
耶44:30 主如此说：我必将[伊及]王{法老} {合弗拉}交付要他命的仇敌的手，如我曾将[犹大]王{西底家}交付要他命的仇敌[巴比伦]王{尼布甲尼撒}的手。
耶45:1 【巴录心里忧愁，耶利米用主的话教导劝慰他】[犹大]王{约西亚}的儿子{约雅敬}第四年，{尼利亚}的儿子{巴录}照着先知{耶利米}的口传，将这一切话记录在书上。那时，{耶利米}对{巴录}说：
耶45:2 {巴录}啊，主[以色列]的天主对你如此说：
耶45:3 你曾说：哀哉，主加忧愁在我困苦上，我因叹息疲乏不得安歇。
耶45:4 主吩咐我对你{巴录}说：主如此说：我所建立的，我自己拆毁。我所栽培的，我自己拔除。在全地，我都如此行。
耶45:5 你还为自己图谋大事么？你不要图谋。我必降灾殃与凡有血气的。虽然如此，你无论往何处去，我仍使你得保全性命。这是主说的。(“你还为自己图谋大事么？你不要图谋”或作“你还寻求超乎众人的地步么？你不要寻求”。)
耶46:1 【耶利米预言法老的军队必会败在伯拉河边】先知{耶利米}得主的默示，论列国，其言记在下面。
耶46:2 论[伊及]国，就是论[伊及]王{法老} {尼哥}的军旅。这军旅屯扎在[伯拉]河边的[迦基密]，[犹大]王{约西亚}的儿子{约雅敬}第四年，被[巴比伦]王{尼布甲尼撒}打败。{耶利米}预论这事说：
耶46:3 你们须执持干盾往前上阵，
耶46:4 车兵套车，马兵骑马，顶盔站立，磨枪贯甲。
耶46:5 我为何见他们丧胆退后？勇士溃败，急于奔逃，并不回顾，四望惊惶。这是主说的。
耶46:6 善走的不得脱逃，有勇的不得免难，在北方[伯拉]河边，尽都颠扑跌倒。
耶46:7 涨溢若[尼罗]河，其水泛滥若江河的，是谁呢？
耶46:8 [伊及]人来如[尼罗]河，其水泛滥若江河，说要上去遮满遍地，毁灭城邑和其中居民。
耶46:9 马奔腾，车狂驱，勇士都出来，[古实]人和[弗]人都持盾牌，[路得]族都善张弓。(“弗”又作“富特”。)
耶46:10 到那日，主万有的天主在仇敌身上复仇，刀剑吞吃得饱，饮血饮醉，因为主万有的天主在北方，在[伯拉]河边大行杀戮。
耶46:11 [伊及]民可上[基列]购取乳香。你虽多服良药，终是徒然，不得治好。(“民”原文作“处女”。)
耶46:12 你受凌辱，列国听闻，你的哀号遍满全地，勇士与勇士前后撞碰，接连跌倒。
耶46:13 【主指示耶利米说巴比伦王必征服伊及】主指示先知{耶利米}，[巴比伦]王{尼布甲尼撒}必来攻击[伊及]地，有言说：
耶46:14 你们须宣告在[伊及]，播扬在[密革夺]，传示在[挪弗]、在[答比匿]说：须兴起，自作准备，在你四围已有刀剑杀戮。
耶46:15 你们壮士为何冲没，不能站立？因为被主驱逐。(“冲没”或作“倾扑”。)
耶46:16 多人颠扑，自相蹂躏，彼此说：你我不如兴起，回转本国，归还故土，躲避凶暴的刀。
耶46:17 他们在那里喧嚷说：[伊及]王{法老}但能说矜夸的话，他已失去机会。(“但能说矜夸的话”或作“已经败亡”。)
耶46:18 大主宰名为万有的主如此说：我指着自己永生起誓，他来的势派必如山中的[他泊]，如海边的[迦密]。(“大主宰”或作“皇皇大主”。)
耶46:19 [伊及]地的居民啊，须预备往远方去用的物件，因为[挪弗]必荒芜，必被焚毁，无人居住。(“居民”原文作“女”。)
耶46:20 [伊及]犹如肥美牛犊，灾祸必从北方而来。
耶46:21 其中募勇，也如养肥的牛犊，也必一同转身逃遁，不能站立，因为遭祸的日子临及其身，他们受罚的时候已经来到。
耶46:22 [伊及]人发声如蛇，敌人率领军旅而来，如伐木的执持斧钺，来到攻击。
耶46:23 主说：[伊及]军旅如丛密难穿的树林，多如蝗虫不可胜数，都被仇敌砍杀。
耶46:24 [伊及]民蒙羞受辱，交付北方人手。(“民”原文作“女”。)
耶46:25 万有的主[以色列]的天主说：我必惩罚[挪]的[亚们]和{法老}，惩罚[伊及]和[伊及]的诸神，君王，必惩罚{法老}和倚靠他的人。(亚们即伊及群神之一伊及人尊为大神。)
耶46:26 我将他们交付要他们命的人的手，就是交付[巴比伦]王{尼布甲尼撒}的手，和他诸臣的手。其后，[伊及]必仍有人居住，与从前无异。这是主说的。
耶46:27 【主说安慰雅各的话，说受罚之后必再次蒙恩】¶我仆人[雅各]，你不要惧怕，[以色列]，不要惊惶。我必从远方救回你，从被掳到的地救回你的后裔。[雅各]必归回，居享平安康泰，无人惊吓。
耶46:28 主说：我仆人[雅各]，你不要惧怕，我保佑你。我虽将我所驱逐你到的各国灭尽，必不将你灭尽。我虽不以你为无罪，我惩罚你仍要从宽。
耶47:1 【主预言非利士人必会倾败】{法老}攻击[迦萨]之先，先知{耶利米}得主的默示，论[非利士]人说：
耶47:2 主如此说：有水从北方来，成为涨溢的河，淹没地和满盈其上的万物，淹没城邑和其中居民，人都呼喊，地上居民尽皆哀号。
耶47:3 骏马奔驱，蹄声隆隆。战车疾走，轮声轰轰。因此，人都胆怯，甚至为父的不暇回顾其子。
耶47:4 因为那日临到，必毁灭[非利士]人，剿除帮助[推罗]和[西顿]所剩下的客兵，主必毁灭[非利士]，毁灭[迦斐托]岛的遗民。(“迦斐托”又作“鸽托”。)
耶47:5 [迦萨]人尽都除发，[亚实基伦]和平原剩下的诸城邑尽都倾灭。你自割己身，要到几时呢？
耶47:6 主的宝刀啊，你行杀不息，要到几时？你须入鞘，安靖不动。
耶47:7 主既命定在[亚实基伦]，在海滨大行杀戮，焉能止息？
耶48:1 【主预言摩押必要受惩罚】以下是论[摩押]的话。万有的主[以色列]的天主如此说：祸哉[尼波]，已经毁灭，[基烈他英]被攻取，受辱蒙羞，[米斯迦]惊惶，含羞抱愧。(“米斯迦”或作“保障”。)
耶48:2 [摩押]荣华尽归无有。人在[希实本]设谋加害于[摩押]，说：我们去灭绝[摩押]，使不再成国，[玛得缅]也必倾灭，刀必追杀在你后。
耶48:3 [何罗念]毁灭，大遭灾祸，哀号的声音人都听闻。
耶48:4 [摩押]破败，其中孩童大发悲声。
耶48:5 人上[路希]坡，哭泣又哭泣，在[何罗念]下坡，因破败，听有悲哀的声音。
耶48:6 你们要奔逃，自救性命，须如在旷野的茕独人。(“茕独人”或作“杜松”。)
耶48:7 【因倚靠自己的财宝】你因倚靠自己工作和自己财宝，必被攻取，[基抹]必被掳掠，他的祭司、侯伯也必如此。
耶48:8 行残害的必来攻击各城，无城得免，山谷必败亡，平原必毁灭，照着主言。
耶48:9 你们须将翅膀给[摩押]，可以藉着飞去。[摩押]的城邑必都荒芜，无人居住。
耶48:10 替主行事懈怠的必受咒诅。禁止刀剑饮血的必受咒诅。
耶48:11 【因常享平安而盲目自信】[摩押]自有国以来，常享平安，未曾被掳掠，如酒在渣滓上，未曾从这器斟入那器，因此滋味仍存，香气未变。(“自有国以来”原文作“从幼年时”。)
耶48:12 主说：日子必到，我必差遣人来将他倾倒，倒空他的器皿，击碎他的瓶瓮。
耶48:13 [摩押]必因[基抹]羞愧，如从前[以色列]因所倚靠的[伯特利]羞愧。
耶48:14 【因妄自倚赖自己的勇猛】你们焉能说：我们是勇士，我们有才力能以争战？
耶48:15 大主宰名为万有的主说：[摩押]毁灭，城邑焚烧，烟焰上腾，精选的壮丁都被杀戮。(“大主宰”或作“皇皇大主”。)
耶48:16 [摩押]的灾殃已经近切，[摩押]的祸患已快临到。
耶48:17 凡在[摩押]四周的，都可嗟叹。认识[摩押]名号的都当说：强盛的权柄犹如荣茂的枝条，可惜毁折。
耶48:18 [底本]居民离荣华处，下来住在干旱地。毁灭[摩押]的也来攻击你，毁坏你的保障。(“居民”原文作“女”。)
耶48:19 住[亚罗珥]的可站在道旁观望，问逃亡奔窜的男女说：事情怎样？
耶48:20 [摩押]倾灭，含羞带愧。你们都当悲哀哭号，须宣告在[亚嫩]滨说：[摩押]已经毁灭。
耶48:21 灾罚降在平原地，在[何伦]、在[雅哈斯]、在[米法押]、(“雅哈斯”又作“雅杂”。)
耶48:22 在[底本]、在[尼波]、在[伯底拉他英]、
耶48:23 在[基烈他英]、在[伯加末]、在[伯米恩]、
耶48:24 在[加略]、在[波斯拉]、在[摩押]地远近诸城邑，
耶48:25 主说：[摩押]的角已经断绝，[摩押]的臂已经毁折。
耶48:26 【因违背悖逆主，欺侮主的民】[摩押]狂妄自大违悖主，应当使他沉醉，翻转哇吐，被人哂笑。
